"Station Name","Province","Latitude","Longitude","Elevation","Climate ID","WMO Identifier","TC Identifier"
"BAIE COMEAU","QUEBEC","49.23","-68.18","68.60","7040MLR","",""
"BAIE COMEAU CBA","QUEBEC","49.22","-68.15","7.60","7040445","",""
"BAIE DES SABLES","QUEBEC","48.70","-67.83","99.00","7050MM5","",""
"BAIE JOHAN BEETZ","QUEBEC","50.28","-62.80","7.60","7040MMN","",""
"BAIE ST PAUL","QUEBEC","47.42","-70.50","32.00","7040446","",""
"BAIE VERTE","NEWFOUNDLAND","49.98","-56.18","110.30","8400350","",""
"BAIE VERTE JUNCTION","NEWFOUNDLAND","49.45","-56.43","78.00","8400359","",""
"BAIE WAKEHAM","QUEBEC","61.60","-71.97","6.10","7110DMF","",""
"BAIE-COMEAU","QUEBEC","49.13","-68.20","21.60","7040444","71691","YBC"
"BAIE-COMEAU","QUEBEC","49.26","-68.15","129.50","704S001","71829","WFW"
"BAIE-COMEAU A","QUEBEC","49.13","-68.20","21.60","7040440","",""
"BAIE-COMEAU A","QUEBEC","49.13","-68.20","21.60","7040442","71890","GBC"
"BAIRD LAKE","ALBERTA","54.35","-114.43","670.60","3060472","",""
"BAKER LAKE A","NUNAVUT","64.30","-96.08","18.60","2300500","71926","YBK"
"BAKER LAKE A","NUNAVUT","64.30","-96.08","18.60","2300503","71926","YBK"
"BAKER LAKE A","NUNAVUT","64.30","-96.08","18.60","2300504","","YBK"
"BAKER LAKE CLIMATE","NUNAVUT","64.32","-96.00","50.80","2300501","71356","XBL"
"BAKER MINE","BRITISH COLUMBIA","57.20","-126.95","1645.90","1180580","",""
"BALA","ONTARIO","45.00","-79.50","225.60","6110458","",""
"BALACLAVA","ONTARIO","44.67","-80.78","222.00","6110470","",""
"BALCARRES","SASKATCHEWAN","50.78","-103.62","576.10","4010395","",""
"BALD MOUNTAIN LO","ALBERTA","54.82","-118.92","938.80","3070480","",""
"BALDONNEL","BRITISH COLUMBIA","56.23","-120.68","685.80","1180585","",""
"BALDUR","MANITOBA","49.28","-99.29","449.90","5010140","",""
"BALDUR 5 NORTHEAST","MANITOBA","49.42","-99.17","425.30","5010143","",""
"BALDWIN","ONTARIO","44.27","-79.32","229.00","6110480","",""
"BALDY HUGHES","BRITISH COLUMBIA","53.62","-122.95","1128.10","1090586","",""
"BALDY LO","ALBERTA","52.55","-116.12","2083.30","3050490","",""
"BALLANTRAE","ONTARIO","44.05","-79.30","327.70","6150460","",""
"BALLATER","ALBERTA","55.58","-117.21","563.80","3070493","",""
"BALLATER AGCM","ALBERTA","55.58","-117.24","560.00","3070495","","PBC"
"BALLENAS ISLAND","BRITISH COLUMBIA","49.35","-124.16","14.50","1020590","71769","WGB"
"BALM","ALBERTA","53.92","-115.25","777.20","3060495","",""
"BALTIMORE","NEW BRUNSWICK","45.88","-64.82","182.90","8100430","",""
"BAMBERTON OCEAN CEMENT","BRITISH COLUMBIA","48.58","-123.52","85.30","1010595","",""
"BAMFIELD","BRITISH COLUMBIA","48.83","-125.10","21.30","1030600","",""
"BAMFIELD EAST","BRITISH COLUMBIA","48.83","-125.12","4.00","1030605","",""
"BAMFIELD WEST","BRITISH COLUMBIA","48.83","-125.15","3.00","1030610","",""
"BANANA BELT","ALBERTA","55.20","-116.42","670.60","3060514","",""
"BANCROFT","ONTARIO","45.05","-77.85","326.70","6160465","",""
"BANCROFT AUTO","ONTARIO","45.07","-77.88","330.70","616I001","71294","WRK"
"BANCROFT L'AMABLE","ONTARIO","45.00","-77.80","347.00","6160468","",""
"BANCROFT OMNR","ONTARIO","45.05","-77.87","344.40","6160473","",""
"BANFF","ALBERTA","51.18","-115.57","1383.70","3050520","",""
"BANFF (AUT)","ALBERTA","51.18","-115.57","1396.90","3050521","",""
"BANFF CR10","ALBERTA","51.20","-115.55","1397.00","3050522","",""
"BANFF CS","ALBERTA","51.19","-115.55","1396.90","3050519","71122","WZG"
"BANFF SPRINGS","ALBERTA","51.17","-115.55","1370.00","3050526","",""
"BANGOR","PRINCE EDWARD ISLAND","46.35","-62.68","36.60","8300128","",""
"BANGOR","SASKATCHEWAN","50.90","-102.28","526.40","4010400","",""
"BANKEIR","BRITISH COLUMBIA","49.72","-120.23","1097.30","1120630","",""
"BANKIER CHAIN LAKE","BRITISH COLUMBIA","49.70","-120.28","1020.00","1120633","",""
"BAPTISTE LAKE","ALBERTA","54.73","-113.53","575.00","3060523","",""
"BAR RIVER","ONTARIO","46.43","-84.05","180.00","6050NNP","",""
"BARCLAY","ONTARIO","49.83","-92.82","381.30","6030488","",""
"BARK LAKE","QUEBEC","46.50","-75.33","364.20","7030447","",""
"BARK LAKE DAM","ONTARIO","45.42","-77.80","335.30","6100493","",""
"BARKERVILLE","BRITISH COLUMBIA","53.07","-121.51","1283.00","1090660","",""
"BARNSTON","QUEBEC","45.08","-71.88","445.00","7020DDP","",""
"BARNWELL AGDM","ALBERTA","49.80","-112.30","824.20","3030525","71346","XBW"
"BARONS AGCM","ALBERTA","50.03","-113.22","967.00","3030529","71007","PBA"
"BARONS EXP ST","ALBERTA","50.03","-113.17","961.00","3030530","",""
"BARONS EXP ST 2","ALBERTA","50.00","-112.92","960.10","3030531","",""
"BARRAGE A LAC KEMPT","QUEBEC","47.55","-74.18","420.60","7070448","",""
"BARRAGE ANGLIERS","QUEBEC","47.55","-79.24","266.90","7080452","","WRC"
"BARRAGE CABONGA","QUEBEC","47.32","-76.47","365.80","7080449","",""
"BARRAGE CICONCINE","QUEBEC","47.38","-73.03","205.70","7070450","",""
"BARRAGE GOUIN","QUEBEC","48.35","-74.10","403.90","7070454","",""
"BARRAGE GOUIN S","QUEBEC","48.35","-74.10","403.90","7070ME4","",""
"BARRAGE LAC MORIN","QUEBEC","47.65","-69.52","198.10","7050455","",""
"BARRAGE MATTAWIN","QUEBEC","46.85","-73.65","365.80","7070456","",""
"BARRAGE MERCIER","QUEBEC","46.72","-75.98","236.20","7030457","",""
"BARRAGE MISTIGOUGECHE","QUEBEC","48.18","-68.02","320.00","7050460","",""
"BARRAGE MITCHINAMECUS","QUEBEC","47.22","-75.17","390.10","7030462","",""
"BARRAGE MITIS","QUEBEC","48.33","-67.90","266.70","7050463","",""
"BARRAGE MONDONAC","QUEBEC","47.45","-73.93","457.20","7070464","",""
"BARRAGE TEMISCAMINGUE","QUEBEC","46.71","-79.10","181.40","7080468","71732","WBA"
"BARRAUTE","QUEBEC","48.37","-77.65","305.00","7090470","",""
"BARRETT CHUTE","ONTARIO","45.25","-76.77","160.00","6100521","",""
"BARRHEAD","ALBERTA","54.12","-114.37","644.00","3060532","",""
"BARRHEAD CS","ALBERTA","54.09","-114.45","648.00","3060535","71061","XBD"
"BARRIE","ONTARIO","44.40","-79.68","228.60","6110549","",""
"BARRIE (AUT)","ONTARIO","44.38","-79.78","295.00","6110552","","WCU"
"BARRIE BROOK","NOVA SCOTIA","45.65","-61.43","10.70","8200400","",""
"BARRIE CKVR","ONTARIO","44.35","-79.70","312.40","6110555","",""
"BARRIE LANDFILL","ONTARIO","44.39","-79.74","305.00","6110556","",""
"BARRIE WPCC","ONTARIO","44.38","-79.69","221.00","6110557","",""
"BARRIE-ORO","ONTARIO","44.48","-79.55","289.00","6117700","71314","XBI"
"BARRIER LAKE","ALBERTA","51.05","-115.08","2020.50","3050533","",""
"BARRIERE","BRITISH COLUMBIA","51.18","-120.12","415.00","1160670","",""
"BARRIERE CLERMONT","QUEBEC","47.70","-70.22","83.80","70404PA","",""
"BARRIERE ETIENNICHE","QUEBEC","49.45","-71.38","320.00","7060M7A","",""
"BARRIERE JALBERT","QUEBEC","48.45","-70.70","175.30","7040MGJ","",""
"BARRIERE LOUVICOURT","QUEBEC","47.87","-77.33","317.30","7090473","",""
"BARRIERE MILOT","QUEBEC","48.90","-71.77","167.60","7060DPC","",""
"BARRIERE MISTIGOUGECHE","QUEBEC","48.20","-68.07","312.40","7050M73","",""
"BARRIERE MITIS","QUEBEC","48.37","-67.93","236.20","7050MGC","",""
"BARRIERE N CHIBOUGAMAU","QUEBEC","49.50","-74.17","396.20","7060474","",""
"BARRIERE NORTH","BRITISH COLUMBIA","51.23","-120.15","388.60","1160673","",""
"BARRIERE QUINN","QUEBEC","46.72","-76.07","256.30","7030475","",""
"BARRIERE ST GUILLAUME","QUEBEC","46.60","-74.17","411.50","7070DP6","",""
"BARRIERE STONEHAM","QUEBEC","47.17","-71.25","597.40","7010478","",""
"BARRIERE SUD LA DORE","QUEBEC","48.82","-72.73","198.10","706047H","",""
"BARRIERE TOURILLI","QUEBEC","47.17","-71.62","493.80","7010480","",""
"BARRY'S BAY","ONTARIO","45.43","-77.67","289.60","6100558","",""
"BARVILLE","QUEBEC","48.42","-77.47","318.50","7090520","",""
"BARWICK","ONTARIO","48.63","-93.97","335.00","6020559","",""
"BAS CARAQUET","NEW BRUNSWICK","47.80","-64.87","10.70","8100468","",""
"BAS CARAQUET","NEW BRUNSWICK","47.80","-64.83","5.00","8100467","71598","WXS"
"BASELINE LO","ALBERTA","52.13","-115.42","1897.10","3010534","",""
"BASHAW","ALBERTA","52.60","-112.98","800.10","302053E","",""
"BASHAW","ALBERTA","52.68","-112.87","792.50","3010535","",""
"BASNETT","ALBERTA","57.37","-119.82","760.00","3070NLN","",""
"BASSANO AGCM","ALBERTA","50.89","-112.47","807.00","3030540","71008","PBS"
"BASSANO DAM","ALBERTA","50.78","-112.47","800.10","3030537","",""
"BASSANO GEM","ALBERTA","50.90","-112.20","751.00","3030538","",""
"BASSET LO","ALBERTA","58.20","-118.22","755.30","30705LQ","",""
"BASSWOOD","MANITOBA","50.25","-100.03","582.80","5040146","",""
"BATHURST","NEW BRUNSWICK","47.62","-65.65","12.20","8100500","",""
"BATHURST","NEW BRUNSWICK","47.62","-65.65","4.60","8100502","",""
"BATHURST A","NEW BRUNSWICK","47.63","-65.74","58.80","8100505","","ZBF"
"BATHURST A","NEW BRUNSWICK","47.63","-65.74","58.80","8100506","71574","ZBF"
"BATHURST A","NEW BRUNSWICK","47.63","-65.75","58.80","8100503","71574","ZBF"
"BATHURST INLET","NUNAVUT","66.84","-108.01","5.00","2300551","71874","NBI"
"BATHURST INLET","NUNAVUT","66.83","-108.02","13.40","2300550","",""
"BATHURST ISLAND","NUNAVUT","75.72","-98.42","3.00","2400552","",""
"BATTLE CREEK LO","ALBERTA","49.65","-109.98","1310.60","3030E39","",""
"BATTLE HARBOUR","NEWFOUNDLAND","52.28","-55.58","15.20","8500395","",""
"BATTLE HARBOUR LOR","NEWFOUNDLAND","52.25","-55.60","9.40","8500398","",""
"BATTLE HARBOUR MARYS R","NEWFOUNDLAND","52.32","-55.83","6.10","8500400","",""
"BATTLE HEADWATERS","ALBERTA","52.93","-114.20","654.00","3010540","",""
"BATTLE RIVER LO","ALBERTA","57.48","-117.65","731.50","3070540","",""
"BATTLEFORD","SASKATCHEWAN","52.68","-108.33","493.80","4040420","",""
"BATTLEFORDS UNION HOSPITAL SNOW","SASKATCHEWAN","52.77","-108.29","529.00","4040430","",""
"BAY D'ESPOIR 1","NEWFOUNDLAND","47.88","-55.83","11.30","8400411","",""
"BAY D'ESPOIR 2","NEWFOUNDLAND","47.98","-55.80","22.90","8400412","",""
"BAY D'ESPOIR GEN STN","NEWFOUNDLAND","47.98","-55.80","22.90","8400413","",""
"BAY D'ESPOIR LONG POND","NEWFOUNDLAND","47.98","-55.82","169.20","8400414","",""
"BAY D'ESPOIR ST ALBANS","NEWFOUNDLAND","47.97","-55.85","229.80","8400415","",""
"BAYNES LAKE KOOTENAY RIVER","BRITISH COLUMBIA","49.23","-115.22","800.00","1150690","",""
"BAYSWATER","NOVA SCOTIA","44.50","-64.08","30.50","8200437","",""
"BEACON HILL","SASKATCHEWAN","54.34","-109.63","533.40","4060452","",""
"BEAR CREEK","BRITISH COLUMBIA","48.50","-124.00","350.50","1010720","",""
"BEAR ISLAND","ONTARIO","46.98","-80.08","293.80","6080577","",""
"BEAR RIVER","NOVA SCOTIA","44.57","-65.63","7.60","8200500","",""
"BEAR TOWER","NORTHWEST TERRITORIES","60.52","-113.23","213.40","2200554","",""
"BEARBERRY","ALBERTA","51.90","-114.87","1158.20","3020550","",""
"BEARDMORE","ONTARIO","49.62","-87.95","304.80","6040572","",""
"BEARSKIN LAKE","BRITISH COLUMBIA","58.22","-132.27","958.00","1200730","",""
"BEARTOOTH ISLAND","SASKATCHEWAN","59.22","-109.70","238.00","4060468","","WTF"
"BEATRICE","ONTARIO","45.13","-79.38","289.60","6110605","",""
"BEATRICE 2","ONTARIO","45.13","-79.40","297.20","6110606","",""
"BEATRICE CLIMATE","ONTARIO","45.14","-79.40","297.20","6110607","71694","TBT"
"BEATTON RIVER","BRITISH COLUMBIA","57.22","-121.47","807.70","1180749","",""
"BEATTON RIVER A","BRITISH COLUMBIA","57.38","-121.38","839.70","1180750","",""
"BEATTY","SASKATCHEWAN","52.87","-104.85","451.10","4050480","",""
"BEAUCEVILLE","QUEBEC","46.20","-70.77","160.00","7020560","",""
"BEAUCEVILLE","QUEBEC","46.21","-70.79","229.20","7028754","71323","WHV"
"BEAUPORT","QUEBEC","46.88","-71.20","84.10","7010566","",""
"BEAUPORT","QUEBEC","46.84","-71.20","10.00","7010565","71578","XBO"
"BEAUSEJOUR","QUEBEC","46.67","-71.17","106.70","7020567","",""
"BEAUSEJOUR","MANITOBA","50.13","-96.22","302.40","5030155","",""
"BEAUSEJOUR 2","MANITOBA","50.03","-96.47","251.20","5030160","",""
"BEAUSOLEIL","ONTARIO","44.85","-79.87","183.00","6110617","","WPB"
"BEAUVAIS PARK","ALBERTA","49.42","-114.10","1524.00","3030555","",""
"BEAVER","MANITOBA","50.05","-98.70","268.20","5040166","",""
"BEAVER","MANITOBA","50.02","-98.70","262.70","5040165","",""
"BEAVER CREEK","SASKATCHEWAN","51.97","-106.70","487.70","4050500","",""
"BEAVER CREEK A","YUKON TERRITORY","62.41","-140.87","649.50","2100155","","YXQ"
"BEAVER CREEK A","YUKON TERRITORY","62.41","-140.87","649.00","2100160","","YXQ"
"BEAVER CREEK YTG","YUKON TERRITORY","62.37","-140.87","663.00","2100161","",""
"BEAVER HILLS WEST","ALBERTA","53.53","-112.53","769.60","3010558","",""
"BEAVER ISLAND (AUT)","NOVA SCOTIA","44.82","-62.33","16.00","8200558","71403","WBV"
"BEAVER LAKE","BRITISH COLUMBIA","48.50","-123.35","61.00","1010774","",""
"BEAVER LAKE RS","ALBERTA","54.75","-112.95","563.90","3060559","",""
"BEAVER MINES","ALBERTA","49.47","-114.18","1257.00","3050600","",""
"BEAVER MINES","ALBERTA","49.47","-114.18","1257.00","3050602","71304","PBM"
"BEAVERBANK","NOVA SCOTIA","44.90","-63.72","182.90","8200550","",""
"BEAVERDELL","BRITISH COLUMBIA","49.42","-119.11","780.00","1130770","",""
"BEAVERDELL NORTH","BRITISH COLUMBIA","49.48","-119.05","838.20","1130771","",""
"BEAVERLODGE CDA","ALBERTA","55.20","-119.40","744.90","3070560","",""
"BEAVERLODGE CDA","ALBERTA","55.20","-119.40","745.00","30705E9","",""
"BEAVERLODGE RCS","ALBERTA","55.20","-119.40","745.00","3070600","71230","WBM"
"BEAVERLODGE REDLOW","ALBERTA","55.33","-119.40","426.70","3070565","",""
"BEAVERTON","ONTARIO","44.42","-79.15","230.10","6110633","",""
"BECANCOUR","QUEBEC","46.33","-72.43","14.90","7020570","",""
"BECHARD","SASKATCHEWAN","50.05","-104.22","577.60","4010540","",""
"BECHER BAY","BRITISH COLUMBIA","48.33","-123.63","12.20","1010780","",""
"BEDE","MANITOBA","49.37","-100.93","442.00","5010180","",""
"BEDFORD","NOVA SCOTIA","44.73","-63.67","30.50","8200575","",""
"BEDFORD BASIN","NOVA SCOTIA","44.71","-63.63","3.50","8200573","71329","ABB"
"BEDFORD RANGE","NOVA SCOTIA","44.75","-63.66","9.60","8200574","71325","ABR"
"BEECHWOOD","NEW BRUNSWICK","46.53","-67.67","91.40","8100512","",""
"BEECHY","SASKATCHEWAN","50.83","-107.31","659.90","4020560","",""
"BEETON","ONTARIO","44.10","-79.78","232.90","6110661","",""
"BEETON ASSAGI","ONTARIO","44.12","-79.77","221.00","6110662","",""
"BEETON GRAHAM","ONTARIO","44.08","-79.78","228.60","6110663","",""
"BEETON WATSON","ONTARIO","44.07","-79.85","251.50","6110667","",""
"BEISEKER AGCM","ALBERTA","51.38","-113.36","896.00","3020610","71009","PBE"
"BEISEKER VILLAGE","ALBERTA","51.38","-113.53","916.00","3020608","",""
"BELGRAVE","ONTARIO","43.80","-81.38","335.30","6120670","",""
"BELL FALLS","QUEBEC","45.77","-74.68","121.90","7030640","",""
"BELLA BELLA","BRITISH COLUMBIA","52.19","-128.16","43.00","1060815","71582","BBC"
"BELLA BELLA","BRITISH COLUMBIA","52.17","-128.15","12.20","1060810","",""
"BELLA BELLA A","BRITISH COLUMBIA","52.19","-128.16","43.00","1060811","",""
"BELLA BELLA SHEARWATER","BRITISH COLUMBIA","52.15","-128.08","12.20","1060820","",""
"BELLA COOLA","BRITISH COLUMBIA","52.37","-126.69","18.30","1060840","",""
"BELLA COOLA A","BRITISH COLUMBIA","52.39","-126.60","35.70","1060841","71206","YBD"
"BELLA COOLA A","BRITISH COLUMBIA","52.39","-126.60","35.70","1060848","","YBD"
"BELLA COOLA AIRPORT","BRITISH COLUMBIA","52.39","-126.59","36.90","1060844","71533","VBD"
"BELLA COOLA BC HYDRO","BRITISH COLUMBIA","52.37","-126.82","13.70","1060842","",""
"BELLE ISLE","NEWFOUNDLAND","51.88","-55.38","129.80","8500500","",""
"BELLE PLAGE","QUEBEC","48.68","-74.02","411.50","7070595","",""
"BELLE PLAINE","SASKATCHEWAN","50.45","-105.20","582.20","4010568","",""
"BELLE RIVER","ONTARIO","42.30","-82.70","183.50","6130681","","WDD"
"BELLEDUNE","NEW BRUNSWICK","47.90","-65.83","7.60","8100514","",""
"BELLEDUNE CS","NEW BRUNSWICK","47.90","-65.83","7.60","8100515","",""
"BELLETERRE","QUEBEC","47.38","-78.70","321.60","7080600","",""
"BELLEVILLE","ONTARIO","44.15","-77.39","76.20","6150689","",""
"BELLEVILLE OWRC","ONTARIO","44.17","-77.37","77.70","6150700","",""
"BELLEVILLE PAR LAB","ONTARIO","44.17","-77.35","88.40","6150717","",""
"BELLIS","ALBERTA","54.13","-112.15","660.60","3010616","",""
"BELLIS","ALBERTA","54.18","-112.17","685.80","3010615","",""
"BELLROCK","ONTARIO","44.48","-76.77","146.30","6100720","",""
"BELLS CORNERS","ONTARIO","45.33","-75.82","75.00","6100722","",""
"BELLSHILL AGCM","ALBERTA","52.58","-111.47","721.00","3010650","71010","PBL"
"BELMONT","MANITOBA","49.30","-99.45","481.60","5010191","",""
"BELMONT","MANITOBA","49.40","-99.43","447.40","5010190","",""
"BENALTO","ALBERTA","52.30","-114.27","963.50","3020620","",""
"BENGOUGH","SASKATCHEWAN","49.38","-105.13","688.70","4030569","",""
"BENNETT","BRITISH COLUMBIA","59.85","-134.98","662.00","1200847","",""
"BENNY","ONTARIO","46.52","-81.63","386.80","6060725","",""
"BENSON","SASKATCHEWAN","49.45","-102.98","588.00","4010570","",""
"BENSON LAKE","BRITISH COLUMBIA","50.37","-127.23","144.80","1030850","",""
"BENTON","NEWFOUNDLAND","48.90","-54.42","48.00","8400505","",""
"BERENS RIVER","MANITOBA","52.35","-97.03","217.30","5030200","",""
"BERENS RIVER A","MANITOBA","52.36","-97.02","222.20","5030204","","YBV"
"BERENS RIVER CS","MANITOBA","52.36","-97.02","221.90","5030203","71158","WCF"
"BERGLAND","ONTARIO","48.95","-94.35","363.90","6020727","",""
"BERLAND LO","ALBERTA","54.08","-117.40","1231.00","3060630","",""
"BERNARD HARBOUR","NUNAVUT","68.78","-114.83","64.60","2300555","",""
"BERNY","ALBERTA","54.75","-112.35","579.10","3060633","",""
"BERRY CREEK","ALBERTA","51.02","-111.03","732.00","3020636","",""
"BERRY MOUNTAIN","QUEBEC","48.67","-66.15","152.40","7050675","",""
"BERRYS BAY","NOVA SCOTIA","43.66","-65.26","7.00","8200577","",""
"BERRYTON","NEW BRUNSWICK","45.92","-64.88","106.70","8100516","",""
"BERSIMIS","QUEBEC","48.97","-68.62","45.70","7040680","",""
"BERSIMIS S","QUEBEC","48.95","-68.65","18.30","7040690","",""
"BERTHIERVILLE","QUEBEC","46.05","-73.18","12.20","7010720","",""
"BERTRAND","NEW BRUNSWICK","47.75","-65.07","22.90","8100518","",""
"BERTWELL","SASKATCHEWAN","52.60","-102.57","518.20","4080580","",""
"BERWICK","NOVA SCOTIA","45.08","-64.73","39.60","8200578","",""
"BERWYN","ALBERTA","56.15","-117.75","654.70","3070640","",""
"BERWYN CDA","ALBERTA","56.15","-117.68","626.40","3070642","",""
"BETHANIE","QUEBEC","45.50","-72.43","198.10","7020750","",""
"BGE C LAC CHATEAUVERT","QUEBEC","47.77","-73.90","382.50","7070451","",""
"BIC","QUEBEC","48.40","-68.67","23.00","7050762","",""
"BIC","QUEBEC","48.37","-68.70","18.30","7050760","",""
"BICKLEIGH","SASKATCHEWAN","51.29","-108.41","676.40","4040587","",""
"BIG BALD MOUNTAIN","NEW BRUNSWICK","47.20","-66.43","","8100525","",""
"BIG BEAVER","SASKATCHEWAN","49.02","-105.02","742.90","4030594","",""
"BIG CHAUDIERE FALLS","ONTARIO","46.15","-80.02","","6080729","",""
"BIG CHUTE","ONTARIO","44.88","-79.67","190.50","6110731","",""
"BIG COULEE","ALBERTA","49.75","-113.80","1325.00","3030665","",""
"BIG CREEK","BRITISH COLUMBIA","51.67","-123.07","1175.00","1080870","",""
"BIG CREEK (AUT)","BRITISH COLUMBIA","51.26","-123.09","1670.00","10808G0","71760","WBG"
"BIG INTERVALE","NOVA SCOTIA","46.83","-60.62","39.60","8200579","",""
"BIG OLIVER CREEK","BRITISH COLUMBIA","54.83","-128.30","121.90","1070873","",""
"BIG RIVER","SASKATCHEWAN","53.83","-107.03","502.90","4060620","",""
"BIG RIVER EXP ST","SASKATCHEWAN","53.85","-107.00","485.20","4060628","",""
"BIG STONE","ALBERTA","51.17","-111.20","773.90","3020676","",""
"BIG STONE LOCKHART","ALBERTA","51.20","-111.12","789.00","3020670","",""
"BIG TROUT LAKE","ONTARIO","53.83","-89.87","224.10","6010738","",""
"BIG TROUT LAKE","ONTARIO","53.82","-89.89","222.50","6010740","71208","OTL"
"BIG TROUT LAKE A","ONTARIO","53.82","-89.90","222.50","6010735","71675","YTL"
"BIG TROUT LAKE READAC","ONTARIO","53.82","-89.90","222.20","6010739","","TBL"
"BIG VALLEY","ALBERTA","52.03","-112.75","829.10","3020677","",""
"BIG VALLEY","MANITOBA","50.47","-99.45","381.00","5040214","",""
"BIG VALLEY AGCM","ALBERTA","52.00","-112.80","870.00","3020679","71011","PBV"
"BIG VALLEY WEST","ALBERTA","52.03","-112.97","792.50","3020678","",""
"BIG WHITE","BRITISH COLUMBIA","49.73","-118.93","1841.00","1130874","",""
"BIG WHITE MTN LODGE","BRITISH COLUMBIA","49.73","-118.93","1844.00","1130875","",""
"BIGGAR","SASKATCHEWAN","52.07","-107.98","670.60","4040600","",""
"BIGHORN DAM","ALBERTA","52.32","-116.33","1341.00","30506GN","",""
"BILLINGS","BRITISH COLUMBIA","49.02","-118.23","519.00","1140876","",""
"BINBROOK","ONTARIO","43.12","-79.83","205.70","6130740","",""
"BINDLOSS","ALBERTA","50.68","-110.17","640.10","3020680","",""
"BINDLOSS EAST","ALBERTA","50.89","-110.20","636.00","3020690","",""
"BINDLOSS EXP ST","ALBERTA","50.87","-110.18","641.60","3020696","",""
"BINGHAM CHUTE","ONTARIO","46.08","-79.40","242.30","6110745","",""
"BINSCARTH","MANITOBA","50.58","-101.27","525.80","5010216","",""
"BIRCH HILLS","SASKATCHEWAN","53.00","-105.48","459.90","4050675","",""
"BIRCH LAKE","ALBERTA","53.38","-111.77","689.00","3010698","",""
"BIRCH MOUNTAIN LO","ALBERTA","57.72","-111.85","853.40","3060700","",""
"BIRCH MOUNTAIN TOWER","ALBERTA","58.10","-112.15","731.00","3070701","",""
"BIRCH RIVER","MANITOBA","52.52","-100.92","267.90","5040218","",""
"BIRCHBANK","BRITISH COLUMBIA","49.17","-117.72","469.40","1140877","",""
"BIRCHTON","QUEBEC","45.37","-71.67","","7020785","",""
"BIRCHTOWN","NOVA SCOTIA","45.45","-61.48","68.60","8200581","",""
